strain	public-identifier	date	region	country	division	location	gisaid-accession
P20-26976	USA/CA-CZB-19276/2020	2020-12-19	North America	USA	California	Humboldt County	EPI_ISL_979221
P20-26984	USA/CA-CZB-19277/2020	2020-12-21	North America	USA	California	Humboldt County	EPI_ISL_979222
P20-26919	USA/CA-CZB-19278/2020	2020-12-21	North America	USA	California	Humboldt County	EPI_ISL_979223
P20-27159	USA/CA-CZB-19279/2020	2020-12-21	North America	USA	California	Humboldt County	EPI_ISL_979224
P20-27161	USA/CA-CZB-19280/2020	2020-12-21	North America	USA	California	Humboldt County	EPI_ISL_979225
P20-27263	USA/CA-CZB-19283/2020	2020-12-22	North America	USA	California	Humboldt County	EPI_ISL_979228
P20-27421	USA/CA-CZB-19284/2020	2020-12-22	North America	USA	California	Humboldt County	EPI_ISL_979229
P20-27422	USA/CA-CZB-19285/2020	2020-12-22	North America	USA	California	Humboldt County	EPI_ISL_979230
P20-27471	USA/CA-CZB-19286/2020	2020-12-22	North America	USA	California	Humboldt County	EPI_ISL_979231
20-2039892	USA/CA-CZB-24375/2020	2020-12-09	North America	USA	California	Alameda County	EPI_ISL_2758443
P20-27470	USA/CA-CZB-19287/2020	2020-12-22	North America	USA	California	Humboldt County	EPI_ISL_979232
P20-27472	USA/CA-CZB-19288/2020	2020-12-22	North America	USA	California	Humboldt County	EPI_ISL_979233
P20-27482	USA/CA-CZB-19290/2020	2020-12-22	North America	USA	California	Humboldt County	EPI_ISL_979235
P20-27504	USA/CA-CZB-19291/2020	2020-12-22	North America	USA	California	Humboldt County	EPI_ISL_979236
P20-27520	USA/CA-CZB-19292/2020	2020-12-23	North America	USA	California	Humboldt County	EPI_ISL_979237
P20-27525	USA/CA-CZB-19293/2020	2020-12-23	North America	USA	California	Humboldt County	EPI_ISL_979238
P20-27526	USA/CA-CZB-19294/2020	2020-12-23	North America	USA	California	Humboldt County	EPI_ISL_979239
P20-27713	USA/CA-CZB-19303/2020	2020-12-23	North America	USA	California	Humboldt County	EPI_ISL_2758427
P21-07997	USA/CA-CZB-27202/2021	2021-02-25	North America	USA	California	Humboldt County	EPI_ISL_2758462
P20-28279	USA/CA-CZB-19335/2020	2020-12-28	North America	USA	California	Humboldt County	EPI_ISL_2659213
P20-28310	USA/CA-CZB-19341/2020	2020-12-28	North America	USA	California	Humboldt County	EPI_ISL_2758428
P20-28469	USA/CA-CZB-19345/2020	2020-12-30	North America	USA	California	Humboldt County	EPI_ISL_2659635
P20-28235	USA/CA-CZB-19334/2020	2020-12-28	North America	USA	California	Humboldt County	EPI_ISL_1027561
P20-28741	USA/CA-CZB-19369/2020	2020-12-31	North America	USA	California	Humboldt County	EPI_ISL_2658710
P21-00337	USA/CA-CZB-19393/2021	2021-01-04	North America	USA	California	Humboldt County	EPI_ISL_1027476
P21-00443	USA/CA-CZB-19396/2021	2021-01-05	North America	USA	California	Humboldt County	EPI_ISL_1027517
P20-24102	USA/CA-CZB-19123/2020	2020-12-04	North America	USA	California	Humboldt County	EPI_ISL_2659384
P21-07988	USA/CA-CZB-27201/2021	2021-02-25	North America	USA	California	Humboldt County	EPI_ISL_2758461
P20-24761	USA/CA-CZB-19191/2020	2020-12-08	North America	USA	California	Humboldt County	EPI_ISL_2758426
P21-00388	USA/CA-CZB-19394/2021	2021-01-04	North America	USA	California	Humboldt County	EPI_ISL_955775
P21-00398	USA/CA-CZB-19395/2021	2021-01-04	North America	USA	California	Humboldt County	EPI_ISL_955776
P21-00450	USA/CA-CZB-19397/2021	2021-01-05	North America	USA	California	Humboldt County	EPI_ISL_955777
P20-24672	USA/CA-CZB-19178/2020	2020-12-08	North America	USA	California	Humboldt County	EPI_ISL_979772
P20-24673	USA/CA-CZB-19179/2020	2020-12-08	North America	USA	California	Humboldt County	EPI_ISL_979773
P20-24675	USA/CA-CZB-19180/2020	2020-12-08	North America	USA	California	Humboldt County	EPI_ISL_979774
P20-24677	USA/CA-CZB-19181/2020	2020-12-08	North America	USA	California	Humboldt County	EPI_ISL_979775
P20-24678	USA/CA-CZB-19182/2020	2020-12-08	North America	USA	California	Humboldt County	EPI_ISL_979776
P20-24680	USA/CA-CZB-19183/2020	2020-12-08	North America	USA	California	Humboldt County	EPI_ISL_979777
P20-24683	USA/CA-CZB-19184/2020	2020-12-08	North America	USA	California	Humboldt County	EPI_ISL_979778
P20-24685	USA/CA-CZB-19185/2020	2020-12-08	North America	USA	California	Humboldt County	EPI_ISL_979779
P20-24689	USA/CA-CZB-19186/2020	2020-12-08	North America	USA	California	Humboldt County	EPI_ISL_979780
P20-24692	USA/CA-CZB-19187/2020	2020-12-08	North America	USA	California	Humboldt County	EPI_ISL_979781
P20-24693	USA/CA-CZB-19188/2020	2020-12-08	North America	USA	California	Humboldt County	EPI_ISL_979782
P20-24694	USA/CA-CZB-19189/2020	2020-12-08	North America	USA	California	Humboldt County	EPI_ISL_979783
P20-24739	USA/CA-CZB-19190/2020	2020-12-08	North America	USA	California	Humboldt County	EPI_ISL_979784
P20-24765	USA/CA-CZB-19192/2020	2020-12-08	North America	USA	California	Humboldt County	EPI_ISL_979785
P20-24690	USA/CA-CZB-19193/2020	2020-12-08	North America	USA	California	Humboldt County	EPI_ISL_979786
P20-25453	USA/CA-CZB-19216/2020	2020-12-11	North America	USA	California	Humboldt County	EPI_ISL_1030499
P20-26726	USA/CA-CZB-19263/2020	2020-12-17	North America	USA	California	Humboldt County	EPI_ISL_2658604
P20-27557	USA/CA-CZB-19295/2020	2020-12-22	North America	USA	California	Humboldt County	EPI_ISL_979240
P20-27562	USA/CA-CZB-19296/2020	2020-12-22	North America	USA	California	Humboldt County	EPI_ISL_979241
P20-27601	USA/CA-CZB-19297/2020	2020-12-22	North America	USA	California	Humboldt County	EPI_ISL_979242
P20-27693	USA/CA-CZB-19298/2020	2020-12-24	North America	USA	California	Humboldt County	EPI_ISL_979243
P20-27706	USA/CA-CZB-19299/2020	2020-12-22	North America	USA	California	Humboldt County	EPI_ISL_979244
P20-27709	USA/CA-CZB-19301/2020	2020-12-23	North America	USA	California	Humboldt County	EPI_ISL_979245
P20-14131	USA/CA-CZB-14718/2020	2020-09-22	North America	USA	California	Humboldt County	EPI_ISL_2658704
P20-15065	USA/CA-CZB-14725/2020	2020-10-01	North America	USA	California	Humboldt County	EPI_ISL_2659408
P20-16918	USA/CA-CZB-14746/2020	2020-10-19	North America	USA	California	Humboldt County	EPI_ISL_2659549
P20-20342	USA/CA-CZB-14798/2020	2020-11-16	North America	USA	California	Humboldt County	EPI_ISL_2658662
P20-22607	USA/CA-CZB-17317/2020	2020-11-24	North America	USA	California	Humboldt County	EPI_ISL_955496
P20-22406	USA/CA-CZB-17319/2020	2020-11-25	North America	USA	California	Humboldt County	EPI_ISL_955497
P20-22541	USA/CA-CZB-17321/2020	2020-11-25	North America	USA	California	Humboldt County	EPI_ISL_955498
P20-22587	USA/CA-CZB-17322/2020	2020-11-25	North America	USA	California	Humboldt County	EPI_ISL_955499
P20-22678	USA/CA-CZB-17323/2020	2020-11-25	North America	USA	California	Humboldt County	EPI_ISL_955500
P20-22681	USA/CA-CZB-17324/2020	2020-11-27	North America	USA	California	Humboldt County	EPI_ISL_955501
P20-22759	USA/CA-CZB-17325/2020	2020-11-27	North America	USA	California	Humboldt County	EPI_ISL_955502
P20-22767	USA/CA-CZB-17326/2020	2020-11-27	North America	USA	California	Humboldt County	EPI_ISL_955503
P20-22770	USA/CA-CZB-17327/2020	2020-11-27	North America	USA	California	Humboldt County	EPI_ISL_955504
P20-22801	USA/CA-CZB-17331/2020	2020-11-25	North America	USA	California	Humboldt County	EPI_ISL_955505
P20-22802	USA/CA-CZB-17332/2020	2020-11-25	North America	USA	California	Humboldt County	EPI_ISL_955506
P20-22803	USA/CA-CZB-17333/2020	2020-11-25	North America	USA	California	Humboldt County	EPI_ISL_955507
P20-22928	USA/CA-CZB-17334/2020	2020-11-28	North America	USA	California	Humboldt County	EPI_ISL_955508
P20-22960	USA/CA-CZB-17335/2020	2020-11-29	North America	USA	California	Humboldt County	EPI_ISL_955509
P20-22995	USA/CA-CZB-17338/2020	2020-11-29	North America	USA	California	Humboldt County	EPI_ISL_955512
P20-23001	USA/CA-CZB-17339/2020	2020-11-29	North America	USA	California	Humboldt County	EPI_ISL_955513
P20-23002	USA/CA-CZB-17340/2020	2020-11-29	North America	USA	California	Humboldt County	EPI_ISL_955514
P20-23007	USA/CA-CZB-17342/2020	2020-11-29	North America	USA	California	Humboldt County	EPI_ISL_955515
P20-23014	USA/CA-CZB-17343/2020	2020-11-29	North America	USA	California	Humboldt County	EPI_ISL_955516
P20-23018	USA/CA-CZB-17344/2020	2020-11-29	North America	USA	California	Humboldt County	EPI_ISL_955517
P20-23020	USA/CA-CZB-17345/2020	2020-11-29	North America	USA	California	Humboldt County	EPI_ISL_955518
P20-23021	USA/CA-CZB-17346/2020	2020-11-29	North America	USA	California	Humboldt County	EPI_ISL_955519
P20-23024	USA/CA-CZB-17347/2020	2020-11-29	North America	USA	California	Humboldt County	EPI_ISL_955520
P20-23033	USA/CA-CZB-17349/2020	2020-11-29	North America	USA	California	Humboldt County	EPI_ISL_955521
P20-23034	USA/CA-CZB-17350/2020	2020-11-29	North America	USA	California	Humboldt County	EPI_ISL_955522
P20-23099	USA/CA-CZB-17351/2020	2020-11-30	North America	USA	California	Humboldt County	EPI_ISL_955523
P20-23108	USA/CA-CZB-17352/2020	2020-11-30	North America	USA	California	Humboldt County	EPI_ISL_955524
P20-23109	USA/CA-CZB-17353/2020	2020-11-30	North America	USA	California	Humboldt County	EPI_ISL_955525
P20-23058	USA/CA-CZB-17355/2020	2020-11-30	North America	USA	California	Humboldt County	EPI_ISL_955526
P20-23065	USA/CA-CZB-17356/2020	2020-11-30	North America	USA	California	Humboldt County	EPI_ISL_955527
P20-23091	USA/CA-CZB-17357/2020	2020-11-30	North America	USA	California	Humboldt County	EPI_ISL_955528
P20-23092	USA/CA-CZB-17358/2020	2020-11-30	North America	USA	California	Humboldt County	EPI_ISL_955529
P20-23157	USA/CA-CZB-17359/2020	2020-11-30	North America	USA	California	Humboldt County	EPI_ISL_955530
P20-23170	USA/CA-CZB-17360/2020	2020-11-30	North America	USA	California	Humboldt County	EPI_ISL_955531
P20-23193	USA/CA-CZB-17361/2020	2020-11-30	North America	USA	California	Humboldt County	EPI_ISL_955532
P20-23353	USA/CA-CZB-17366/2020	2020-12-01	North America	USA	California	Humboldt County	EPI_ISL_955537
P20-23687	USA/CA-CZB-17395/2020	2020-12-01	North America	USA	California	Humboldt County	EPI_ISL_955559
P20-23729	USA/CA-CZB-17397/2020	2020-12-02	North America	USA	California	Humboldt County	EPI_ISL_955560
P21-02256	USA/CA-CZB-25660/2021	2021-01-14	North America	USA	California	Humboldt County	EPI_ISL_1234794
P21-02091	USA/CA-CZB-25661/2021	2021-01-14	North America	USA	California	Humboldt County	EPI_ISL_1234799
P21-03381	USA/CA-CZB-25713/2021	2021-01-22	North America	USA	California	Humboldt County	EPI_ISL_1234801
P21-03816	USA/CA-CZB-25724/2021	2021-01-25	North America	USA	California	Humboldt County	EPI_ISL_1234803
P21-03881	USA/CA-CZB-25731/2021	2021-01-26	North America	USA	California	Humboldt County	EPI_ISL_1234805
P21-02338	USA/CA-CZB-25666/2021	2021-01-14	North America	USA	California	Humboldt County	EPI_ISL_1234807
P21-02888	USA/CA-CZB-25697/2021	2021-01-19	North America	USA	California	Humboldt County	EPI_ISL_1234823
OCPHL1064	USA/CA-CZB-12860/2020	2020-10-13	North America	USA	California	Orange County	EPI_ISL_648516
OCPHL1065	USA/CA-CZB-12861/2020	2020-10-13	North America	USA	California	Orange County	EPI_ISL_648517
OCPHL1066	USA/CA-CZB-12862/2020	2020-10-13	North America	USA	California	Orange County	EPI_ISL_648518
OCPHL1068	USA/CA-CZB-12864/2020	2020-10-14	North America	USA	California	Orange County	EPI_ISL_648519
OCPHL1069	USA/CA-CZB-12865/2020	2020-10-15	North America	USA	California	Orange County	EPI_ISL_648520
OCPHL1070	USA/CA-CZB-12866/2020	2020-10-15	North America	USA	California	Orange County	EPI_ISL_648521
OCPHL1071	USA/CA-CZB-12867/2020	2020-10-15	North America	USA	California	Orange County	EPI_ISL_648522
OCPHL1074	USA/CA-CZB-12870/2020	2020-10-15	North America	USA	California	Orange County	EPI_ISL_648525
OCPHL1075	USA/CA-CZB-12871/2020	2020-10-16	North America	USA	California	Orange County	EPI_ISL_648526
OCPHL1076	USA/CA-CZB-12872/2020	2020-10-16	North America	USA	California	Orange County	EPI_ISL_648527
OCPHL1077	USA/CA-CZB-12873/2020	2020-10-16	North America	USA	California	Orange County	EPI_ISL_648528
OCPHL1078	USA/CA-CZB-12874/2020	2020-10-17	North America	USA	California	Orange County	EPI_ISL_648529
OCPHL1079	USA/CA-CZB-12875/2020	2020-10-17	North America	USA	California	Orange County	EPI_ISL_648530
OCPHL1096	USA/CA-CZB-12946/2020	2020-10-20	North America	USA	California	Orange County	EPI_ISL_672368
OCPHL1095	USA/CA-CZB-12945/2020	2020-10-19	North America	USA	California	Orange County	EPI_ISL_672367
OCPHL1100	USA/CA-CZB-12950/2020	2020-10-22	North America	USA	California	Orange County	EPI_ISL_672371
OCPHL1117	USA/CA-CZB-13248/2020	2020-11-02	North America	USA	California	Orange County	EPI_ISL_672487
OCPHL1094	USA/CA-CZB-12944/2020	2020-10-20	North America	USA	California	Orange County	EPI_ISL_672366
OCPHL1090	USA/CA-CZB-12940/2020	2020-10-18	North America	USA	California	Orange County	EPI_ISL_672364
OCPHL1093	USA/CA-CZB-12943/2020	2020-10-18	North America	USA	California	Orange County	EPI_ISL_672365
OCPHL1081	USA/CA-CZB-12931/2020	2020-06-03	North America	USA	California	Orange County	EPI_ISL_672360
20-2040951	USA/CA-CZB-24511/2020	2020-12-14	North America	USA	California	Alameda County	EPI_ISL_1184919
20-2040974	USA/CA-CZB-24512/2020	2020-12-15	North America	USA	California	Alameda County	EPI_ISL_1184920
20-2040975	USA/CA-CZB-24513/2020	2020-12-15	North America	USA	California	Alameda County	EPI_ISL_1184921
OCPHL1116	USA/CA-CZB-13247/2020	2020-11-02	North America	USA	California	Orange County	EPI_ISL_672486
OCPHL1097	USA/CA-CZB-12947/2020	2020-10-20	North America	USA	California	Orange County	EPI_ISL_672369
OCPHL1113	USA/CA-CZB-13244/2020	2020-11-02	North America	USA	California	Orange County	EPI_ISL_672483
OCPHL1083	USA/CA-CZB-12933/2020	2020-10-18	North America	USA	California	Orange County	EPI_ISL_672361
OCPHL1110	USA/CA-CZB-13241/2020	2020-10-28	North America	USA	California	Orange County	EPI_ISL_672480
OCPHL1112	USA/CA-CZB-13243/2020	2020-11-02	North America	USA	California	Orange County	EPI_ISL_672482
OCPHL1114	USA/CA-CZB-13245/2020	2020-11-02	North America	USA	California	Orange County	EPI_ISL_672484
OCPHL1109	USA/CA-CZB-13240/2020	2020-10-27	North America	USA	California	Orange County	EPI_ISL_672479
20-4000008	USA/CA-CZB-24514/2020	2020-12-15	North America	USA	California	Alameda County	EPI_ISL_1184922
21-4000483	USA/CA-CZB-24707/2021	2021-01-12	North America	USA	California	Alameda County	EPI_ISL_1184923
OCPHL1115	USA/CA-CZB-13246/2020	2020-11-02	North America	USA	California	Orange County	EPI_ISL_672485
OCPHL1085	USA/CA-CZB-12935/2020	2020-10-18	North America	USA	California	Orange County	EPI_ISL_672084
OCPHL1091	USA/CA-CZB-12941/2020	2020-10-18	North America	USA	California	Orange County	EPI_ISL_672075
OCPHL1122	USA/CA-CZB-13714/2020	2020-11-04	North America	USA	California	Orange County	EPI_ISL_739480
OCPHL1123	USA/CA-CZB-13715/2020	2020-11-05	North America	USA	California	Orange County	EPI_ISL_739490
OCPHL1124	USA/CA-CZB-13716/2020	2020-11-05	North America	USA	California	Orange County	EPI_ISL_739369
OCPHL1125	USA/CA-CZB-13717/2020	2020-11-06	North America	USA	California	Orange County	EPI_ISL_739375
OCPHL1126	USA/CA-CZB-13718/2020	2020-11-06	North America	USA	California	Orange County	EPI_ISL_739540
OCPHL1127	USA/CA-CZB-13719/2020	2020-11-06	North America	USA	California	Orange County	EPI_ISL_739396
OCPHL1128	USA/CA-CZB-13720/2020	2020-11-06	North America	USA	California	Orange County	EPI_ISL_739595
OCPHL1131	USA/CA-CZB-13723/2020	2020-11-09	North America	USA	California	Orange County	EPI_ISL_739423
OCPHL1133	USA/CA-CZB-13725/2020	2020-11-09	North America	USA	California	Orange County	EPI_ISL_739384
OCPHL1134	USA/CA-CZB-13726/2020	2020-11-09	North America	USA	California	Orange County	EPI_ISL_739042
21-4000513	USA/CA-CZB-24731/2021	2021-01-13	North America	USA	California	Alameda County	EPI_ISL_1184934
P21-03308	USA/CA-CZB-25710/2021	2021-01-22	North America	USA	California	Humboldt County	EPI_ISL_1234824
P21-02331	USA/CA-CZB-25668/2021	2021-01-15	North America	USA	California	Humboldt County	EPI_ISL_1234826
P21-02332	USA/CA-CZB-25669/2021	2021-01-15	North America	USA	California	Humboldt County	EPI_ISL_1234831
P21-02303	USA/CA-CZB-25663/2021	2021-01-15	North America	USA	California	Humboldt County	EPI_ISL_1234833
OCPHL1135	USA/CA-CZB-13727/2020	2020-11-09	North America	USA	California	Orange County	EPI_ISL_739143
OCPHL1136	USA/CA-CZB-13728/2020	2020-11-09	North America	USA	California	Orange County	EPI_ISL_739477
OCPHL1137	USA/CA-CZB-13729/2020	2020-11-09	North America	USA	California	Orange County	EPI_ISL_739185
OCPHL1138	USA/CA-CZB-13730/2020	2020-11-09	North America	USA	California	Orange County	EPI_ISL_739420
OCPHL1139	USA/CA-CZB-14200/2020	2020-11-09	North America	USA	California	Orange County	EPI_ISL_739151
OCPHL1140	USA/CA-CZB-14201/2020	2020-11-09	North America	USA	California	Orange County	EPI_ISL_739108
OCPHL1141	USA/CA-CZB-14202/2020	2020-11-09	North America	USA	California	Orange County	EPI_ISL_738882
OCPHL1142	USA/CA-CZB-14203/2020	2020-11-09	North America	USA	California	Orange County	EPI_ISL_739620
OCPHL1143	USA/CA-CZB-14204/2020	2020-11-09	North America	USA	California	Orange County	EPI_ISL_739494
OCPHL1144	USA/CA-CZB-14205/2020	2020-11-09	North America	USA	California	Orange County	EPI_ISL_739245
21-4000544	USA/CA-CZB-24737/2021	2021-01-13	North America	USA	California	Alameda County	EPI_ISL_1184936
21-3000398	USA/CA-CZB-24742/2021	2021-01-12	North America	USA	California	Alameda County	EPI_ISL_1184937
P20-4403	USA/CA-CZB-10789/2020	2020-06-22	North America	USA	California	Humboldt County	EPI_ISL_583049
P20-4404	USA/CA-CZB-10790/2020	2020-06-22	North America	USA	California	Humboldt County	EPI_ISL_583050
P20-4405	USA/CA-CZB-10791/2020	2020-06-22	North America	USA	California	Humboldt County	EPI_ISL_583051
P20-4414	USA/CA-CZB-10792/2020	2020-06-22	North America	USA	California	Humboldt County	EPI_ISL_583052
P20-4421	USA/CA-CZB-10793/2020	2020-06-22	North America	USA	California	Humboldt County	EPI_ISL_583053
P20-4422	USA/CA-CZB-10794/2020	2020-06-22	North America	USA	California	Humboldt County	EPI_ISL_583054
P20-4504	USA/CA-CZB-10795/2020	2020-06-24	North America	USA	California	Humboldt County	EPI_ISL_583055
P20-4552	USA/CA-CZB-10796/2020	2020-06-25	North America	USA	California	Humboldt County	EPI_ISL_583056
P20-4427	USA/CA-CZB-10797/2020	2020-06-22	North America	USA	California	Humboldt County	EPI_ISL_583057
P20-4647	USA/CA-CZB-10798/2020	2020-06-26	North America	USA	California	Humboldt County	EPI_ISL_583058
P20-4800	USA/CA-CZB-10801/2020	2020-06-30	North America	USA	California	Humboldt County	EPI_ISL_583059
P20-4984	USA/CA-CZB-10804/2020	2020-07-02	North America	USA	California	Humboldt County	EPI_ISL_583061
P20-5043	USA/CA-CZB-10809/2020	2020-07-06	North America	USA	California	Humboldt County	EPI_ISL_583062
P20-5129	USA/CA-CZB-10810/2020	2020-07-06	North America	USA	California	Humboldt County	EPI_ISL_583063
